sim	a_rule_id	a_req	b_rule_id	b_req
0.9795	spans-passthrough-candidates/sent_0001-89c4e472	developer shall include groups defined by a single factor in the identified and prioritized demographic groups.	spans-passthrough-candidates/sent_0001-a25f100e	developer shall include groups defined by a combination of factors in the identified and prioritized demographic groups.
0.9787	spans-passthrough-candidates/sent_0001-1129c05e	Include groups defined by a single factor in the identification and prioritization process.	spans-passthrough-candidates/sent_0001-e6658fd5	Include groups defined by a combination of factors in the identification and prioritization process.
0.9773	spans-passthrough-candidates/sent_0007-de813705	org shall determine how often ongoing evaluation should be conducted to continue supporting this Goal.	spans-passthrough-candidates/sent_0007-fad96d37	org shall document how often ongoing evaluation will be conducted to continue supporting this Goal.
0.9729	spans-passthrough-candidates/sent_0003-0db16863	The org must update the Impact Assessment before advancing to a new release stage.	spans-passthrough-candidates/sent_0003-d307efcb	The org must review the Impact Assessment before advancing to a new release stage.
0.9712	spans-passthrough-candidates/sent_0001-e2476063	org shall identify stakeholders who will use the outputs of the system to make decisions.	spans-passthrough-candidates/sent_0001-657b1438	org shall identify stakeholders who are subject to decisions informed by the system.
0.9669	spans-passthrough-candidates/sent_0005-becbbc0b	Document the plan describing how the gap will be managed until it can be closed.	spans-passthrough-candidates/sent_0005-8143c60e	org shall document the plan for managing the gap until it is closed.
0.9660	spans-passthrough-candidates/sent_0003-abba01e6	The org must update the Impact Assessment when new intended uses are added.	spans-passthrough-candidates/sent_0003-0c8a68ca	The org must review the Impact Assessment when new intended uses are added.
0.9630	spans-passthrough-candidates/sent_0003-50f01ae7	The org must update the Impact Assessment at least annually.	spans-passthrough-candidates/sent_0003-c26fbc02	The org must review the Impact Assessment at least annually.
0.9624	spans-passthrough-candidates/sent_0006-68aa2206	Developer shall identify and document any justifiable factors (e.g., "background noise" for speech recognition systems or "image resolution" for facial recognition systems) that account for any inability to meet any target minimum performance level for any identified demographic group.	spans-passthrough-candidates/sent_0006-48d3a4b4	Developer shall identify and document any justifiable factors (e.g., "background noise" for speech recognition systems or "image resolution" for facial recognition systems) that account for any remaining performance differences between identified demographic groups.
0.9615	spans-passthrough-candidates/sent_0002-271d1dfd	Developer shall define and document for each model the model's proposed inputs and analyze how well those inputs represent the concepts they are intended to represent, including the limitations of this representation.	spans-passthrough-candidates/sent_0002-3d69127a	Developer shall define and document for each model the model's proposed outputs and analyze how well those outputs represent the concepts they are intended to represent, including the limitations of this representation.
0.9505	spans-passthrough-candidates/sent_0004-fa9e60d6	developer shall reassess the system design, including the choice of training data, features, objective function, and training algorithm, to improve performance for any identified demographic group that does not meet any target minimum performance level.	spans-passthrough-candidates/sent_0004-36423cb9	developer shall reassess the system design, including the choice of training data, features, objective function, and training algorithm, to minimize performance differences between identified demographic groups, with particular attention to groups that exceed the target maximum.
0.9491	spans-passthrough-candidates/sent_0004-360ed1cc	developer shall document the pre-release results of the evaluations.	spans-passthrough-candidates/sent_0005-851bbd0e	developer shall document the pre-release results of the evaluation.
0.9431	spans-passthrough-candidates/sent_0004-360ed1cc	developer shall document the pre-release results of the evaluations.	spans-passthrough-candidates/sent_0004-16abd394	developer shall document the pre-release results of the evaluations.
0.9413	spans-passthrough-candidates/sent_0004-698f7f0a	developer shall determine and document how often ongoing evaluation should be conducted to continue supporting this Goal.	spans-passthrough-candidates/sent_0005-90de4bfa	developer shall determine and document how often ongoing evaluation should be conducted to continue supporting this goal.
0.9391	spans-passthrough-candidates/sent_0005-6959e799	org shall consult with its attorney to determine its approach, including how it will identify and document.	spans-passthrough-candidates/sent_0005-73293c1b	The org must consult with its attorney to determine its approach to this.
0.9383	spans-passthrough-candidates/sent_0002-e1de42f5	Document how the system design will support the two categories of stakeholders' understanding of the system's intended uses.	spans-passthrough-candidates/sent_0002-de4c1951	Document how the system design aids the two categories of stakeholders' ability to interpret relevant system responses.
0.9375	spans-passthrough-candidates/sent_0007-b3004c39	Org shall publish for customers any remaining differences between the rates at which resources and opportunities are allocated to identified demographic groups.	spans-passthrough-candidates/sent_0007-3b19b907	Org shall publish for customers any justifiable factors that account for the remaining differences in allocation rates between identified demographic groups.
0.9364	spans-passthrough-candidates/sent_0004-133f5a27	developer shall evaluate the system according to the defined Responsible Release Criteria.	spans-passthrough-candidates/sent_0004-30ca0346	Developer shall evaluate the system according to the defined Responsible Release Criteria.
0.9358	spans-passthrough-candidates/sent_0004-698f7f0a	developer shall determine and document how often ongoing evaluation should be conducted to continue supporting this Goal.	spans-passthrough-candidates/sent_0004-6ffa145e	developer shall determine and document how often ongoing evaluation should be conducted to continue supporting this goal.
0.9346	spans-passthrough-candidates/sent_0001-275e917a	The org must identify and prioritize demographic groups, including marginalized groups, that may be at risk of being differentially impacted by the system.	spans-passthrough-candidates/sent_0001-2c19a793	The org must include groups defined by a combination of factors when identifying and prioritizing demographic groups that may be at risk of differential impact.
0.9292	spans-passthrough-candidates/sent_0004-5d0e1f1d	developer shall conduct the evaluations defined by requirement T1.3.	spans-passthrough-candidates/sent_0004-5e2c8af0	developer shall conduct the evaluations defined by requirement T3.3.
0.9286	spans-passthrough-candidates/sent_0002-dfad8774	org must publish a Transparency Note when the system is a platform service made available to external customers or partners.	spans-passthrough-candidates/sent_0003-19fca482	org shall include this information in the required Transparency Note when the system is a platform service made available to external customers or partners.
0.9277	spans-passthrough-candidates/sent_0004-4d888170	revise documentation related to the intended use	spans-passthrough-candidates/sent_0004-af0cbfbd	publish the revised documentation to customers
0.9241	spans-passthrough-candidates/sent_0005-becbbc0b	Document the plan describing how the gap will be managed until it can be closed.	spans-passthrough-candidates/sent_0005-8438fb08	org shall develop a plan detailing how the gap in Responsible Release Criteria for metrics or rubrics will be managed until it can be closed.
0.9239	spans-passthrough-candidates/sent_0001-275e917a	The org must identify and prioritize demographic groups, including marginalized groups, that may be at risk of being differentially impacted by the system.	spans-passthrough-candidates/sent_0001-a293f7fb	The org must include groups defined by a single factor when identifying and prioritizing demographic groups that may be at risk of differential impact.
0.9197	spans-passthrough-candidates/sent_0003-7bcc7268	For each metric, org shall document any target minimum performance level that must be met for all groups.	spans-passthrough-candidates/sent_0003-e4a796f0	For each metric, org shall document the target maximum (absolute or relative) performance difference allowed between groups.
0.9186	spans-passthrough-candidates/sent_0005-af8f99be	org shall remove the intended use from customer-facing materials and make current customers aware of the issue.	spans-passthrough-candidates/sent_0005-8a1a0d2b	org shall revise documentation related to the intended use.
0.9184	spans-passthrough-candidates/sent_0001-8d2c1f30	org must document in the Impact Assessment when the system meets the definition of any Restricted Use.	spans-passthrough-candidates/sent_0001-92985eea	org must follow the requirements for the Restricted Use when the system meets the definition of any Restricted Use.
0.9170	spans-passthrough-candidates/sent_0005-af8f99be	org shall remove the intended use from customer-facing materials and make current customers aware of the issue.	spans-passthrough-candidates/sent_0005-b7782359	org shall publish the revised documentation to customers.
0.9167	spans-passthrough-candidates/sent_0002-85d73652	org shall evaluate all data sets to assess inclusiveness of the identified demographic groups.	spans-passthrough-candidates/sent_0002-4aa035cc	org shall collect additional data to close any gaps in inclusiveness of the identified demographic groups.
0.9124	spans-passthrough-candidates/sent_0004-13b7c108	org shall define Responsible Release Criteria.	spans-passthrough-candidates/sent_0004-5021f617	org shall document the Responsible Release Criteria.
0.9102	spans-passthrough-candidates/sent_0001-26b9d761	Identify demographic groups, including marginalized groups, that may be at risk of experiencing worse quality of service.	spans-passthrough-candidates/sent_0001-c700c960	Prioritize the identified demographic groups for remediation or mitigation of worse quality of service.
0.9086	spans-passthrough-candidates/sent_0002-e19c7ef3	Document a plan to evaluate the system components and the whole system for risks of stereotyping, demeaning, and erasing the prioritized identified demographic groups in the Impact Assessment template.	spans-passthrough-candidates/sent_0002-c5de7ba3	Define and document any system components to be evaluated, in addition to the whole system, in the Impact Assessment template.
0.9080	spans-passthrough-candidates/sent_0002-6f250bf2	Design and build the system to avoid the predictable failure.	spans-passthrough-candidates/sent_0002-4a1df50e	Describe the design solution that is used to avoid the predictable failure.
0.9017	spans-passthrough-candidates/sent_0004-9b756b3a	remove the intended use from customer-facing materials	spans-passthrough-candidates/sent_0004-328391c7	make current customers aware of the issue
0.9007	spans-passthrough-candidates/sent_0002-620e2f3e	Report the system to the Office of Responsible AI.	spans-passthrough-candidates/sent_0003-b0522225	org shall report systems that meet the criteria for Sensitive Uses to the Office of Responsible AI.
0.8997	spans-passthrough-candidates/sent_0001-f3369c16	developer shall identify and prioritize demographic groups, including marginalized groups, that may be at risk of being subject to stereotyping, demeaning, or erasing outputs of the system.	spans-passthrough-candidates/sent_0001-a25f100e	developer shall include groups defined by a combination of factors in the identified and prioritized demographic groups.
0.8987	spans-passthrough-candidates/sent_0001-09e6c898	Identify and list stakeholders who make decisions about whether to employ the system for particular tasks.	spans-passthrough-candidates/sent_0001-3e207bc6	Identify and list stakeholders who develop or deploy systems that integrate with this system.
0.8977	spans-passthrough-candidates/sent_0002-5131d1d7	org shall document the prioritized identified demographic groups using the Impact Assessment template.	spans-passthrough-candidates/sent_0002-29678b6f	Document the prioritized identified demographic groups using the Impact Assessment template.
0.8953	spans-passthrough-candidates/sent_0001-8cfef61b	org shall document the identified stakeholders using the Impact Assessment template.	spans-passthrough-candidates/sent_0002-639c1aa7	Org shall document these stakeholders using the Impact Assessment template.
0.8947	spans-passthrough-candidates/sent_0002-d1e7d564	org shall assess the quantity and suitability of available data sets that will be needed by the system in relation to the data requirements defined in A4.1.	spans-passthrough-candidates/sent_0002-0d674ad1	org shall document the assessment of quantity and suitability of available data sets in the Impact Assessment.
0.8944	spans-passthrough-candidates/sent_0005-914fe20b	org shall take action to close the identified gap or discontinue the system.	spans-passthrough-candidates/sent_0004-86ad3e9b	take action to close the identified gap or discontinue the system
0.8933	spans-passthrough-candidates/sent_0005-21d655b6	Consult with the reviewers named in the Impact Assessment to develop a plan detailing how the gap will be managed until it can be closed.	spans-passthrough-candidates/sent_0005-65e8546a	org shall consult with the reviewers named in the Impact Assessment.
0.8932	spans-passthrough-candidates/sent_0002-1b9e0e70	org shall ensure stakeholders identified in requirement A5.1 are able to understand the system's intended uses.	spans-passthrough-candidates/sent_0002-de262084	org shall ensure stakeholders identified in requirement A5.1 are able to understand how to effectively execute interactions with the system and how to interpret system behavior.
0.8926	spans-passthrough-candidates/sent_0002-c09f2dd1	Developer shall define and document Responsible Release Criteria for this Goal.	spans-passthrough-candidates/sent_0002-a27f5ba4	Developer shall document the performance metrics and their Responsible Release Criteria and the error types and their Responsible Release Criteria as part of the Responsible Release Criteria.
0.8907	spans-passthrough-candidates/sent_0005-21d655b6	Consult with the reviewers named in the Impact Assessment to develop a plan detailing how the gap will be managed until it can be closed.	spans-passthrough-candidates/sent_0005-becbbc0b	Document the plan describing how the gap will be managed until it can be closed.
0.8900	spans-passthrough-candidates/sent_0003-529ec131	org shall document any system components to be evaluated, in addition to the whole system.	spans-passthrough-candidates/sent_0003-244e8df7	org shall document the metrics to be used to evaluate the system components and the whole system.
0.8871	spans-passthrough-candidates/sent_0005-21d655b6	Consult with the reviewers named in the Impact Assessment to develop a plan detailing how the gap will be managed until it can be closed.	spans-passthrough-candidates/sent_0005-8143c60e	org shall document the plan for managing the gap until it is closed.
0.8854	spans-passthrough-candidates/sent_0007-eb3e6101	When the system is a platform service made available to external customers or partners, org shall include this information in the required Transparency Note.	spans-passthrough-candidates/sent_0005-eb34bce6	The org shall include this information in the required Transparency Note.
0.8851	spans-passthrough-candidates/sent_0002-f29d7e6a	Design the system, including, when possible, the system UX, features, reporting functions, and educational materials, so that stakeholders identified in requirement T1.1 can understand the system's intended uses.	spans-passthrough-candidates/sent_0002-fd39a395	Design the system so that stakeholders identified in requirement T1.1 can interpret relevant system behavior effectively in a way that supports informed decision making.
0.8850	spans-passthrough-candidates/sent_0002-2ed1e278	developer shall evaluate all data sets to assess inclusiveness of the identified demographic groups.	spans-passthrough-candidates/sent_0002-12fa7564	developer shall collect data to close identified inclusiveness gaps.
0.8827	spans-passthrough-candidates/sent_0003-49b3f09a	Developer shall define and document acceptable ranges for each operational factor important to support reliable and safe system use.	spans-passthrough-candidates/sent_0003-8258dfe1	Developer shall define and document an acceptable error rate for the system when operating within the defined operational factor ranges.
0.8818	spans-passthrough-candidates/sent_0004-337181ea	developer shall document the results of the evaluations.	spans-passthrough-candidates/sent_0004-16abd394	developer shall document the pre-release results of the evaluations.
0.8800	spans-passthrough-candidates/sent_0005-21d655b6	Consult with the reviewers named in the Impact Assessment to develop a plan detailing how the gap will be managed until it can be closed.	spans-passthrough-candidates/sent_0005-8438fb08	org shall develop a plan detailing how the gap in Responsible Release Criteria for metrics or rubrics will be managed until it can be closed.
0.8794	spans-passthrough-candidates/sent_0001-eff04961	Define and document data requirements with respect to the system's intended uses, stakeholders, and the geographic areas where the system will be deployed.	spans-passthrough-candidates/sent_0001-ac18f8a4	Document the defined data requirements in the Impact Assessment.
0.8794	spans-passthrough-candidates/sent_0007-de813705	org shall determine how often ongoing evaluation should be conducted to continue supporting this Goal.	spans-passthrough-candidates/sent_0006-5de1e023	org shall determine and document how often ongoing evaluation should be conducted to continue supporting this goal.
0.8764	spans-passthrough-candidates/sent_0002-c09f2dd1	Developer shall define and document Responsible Release Criteria for this Goal.	spans-passthrough-candidates/sent_0002-f3dd4f9b	Developer shall document a concise definition of the problem being solved in the intended use as part of the Responsible Release Criteria.
0.8748	spans-passthrough-candidates/sent_0002-dfad8774	org must publish a Transparency Note when the system is a platform service made available to external customers or partners.	spans-passthrough-candidates/sent_0005-eb34bce6	The org shall include this information in the required Transparency Note.
0.8745	spans-passthrough-candidates/sent_0004-13b7c108	org shall define Responsible Release Criteria.	spans-passthrough-candidates/sent_0003-3410a0a8	org shall review the results and decide how to proceed when the required Responsible Release Criteria cannot be met.
0.8744	spans-passthrough-candidates/sent_0001-f3369c16	developer shall identify and prioritize demographic groups, including marginalized groups, that may be at risk of being subject to stereotyping, demeaning, or erasing outputs of the system.	spans-passthrough-candidates/sent_0001-89c4e472	developer shall include groups defined by a single factor in the identified and prioritized demographic groups.
0.8743	spans-passthrough-candidates/sent_0005-1e81a5a2	Consult with the Office of Responsible AI to develop a plan detailing how the gap will be managed until it can be closed.	spans-passthrough-candidates/sent_0005-9f6b1ad9	org shall consult with the Office of Responsible AI to develop the plan when the uses are Sensitive Uses.
0.8738	spans-passthrough-candidates/sent_0004-fa9e60d6	developer shall reassess the system design, including the choice of training data, features, objective function, and training algorithm, to improve performance for any identified demographic group that does not meet any target minimum performance level.	spans-passthrough-candidates/sent_0004-9151ba04	Developer shall reassess the system design, including the choice of training data, features, objective function, and training algorithm, to pursue the goal of minimizing differences between the rates at which resources and opportunities are allocated to identified demographic groups.
0.8733	spans-passthrough-candidates/sent_0003-a9084ef9	Define and document methods for evaluating data to be used by the system against the requirements defined in A4.1.	spans-passthrough-candidates/sent_0003-e978e06f	Evaluate all data sets using the methods defined in requirement A4.4.
0.8723	spans-passthrough-candidates/sent_0002-6f250bf2	Design and build the system to avoid the predictable failure.	spans-passthrough-candidates/sent_0002-97af4ee4	Build a fallback option that can be used when the predictable failure occurs.
0.8722	spans-passthrough-candidates/sent_0002-e19c7ef3	Document a plan to evaluate the system components and the whole system for risks of stereotyping, demeaning, and erasing the prioritized identified demographic groups in the Impact Assessment template.	spans-passthrough-candidates/sent_0002-29678b6f	Document the prioritized identified demographic groups using the Impact Assessment template.
0.8722	spans-passthrough-candidates/sent_0001-e16f5ea9	Complete an Impact Assessment that assesses the system's impact on people, organizations, and society.	spans-passthrough-candidates/sent_0001-efdbd2ed	Document the Impact Assessment effort using the Impact Assessment template provided by the Office of Responsible AI.
0.8712	spans-passthrough-candidates/sent_0001-cbd73318	org must review the defined Restricted Uses to determine whether the system meets the definition of any Restricted Use.	spans-passthrough-candidates/sent_0001-92985eea	org must follow the requirements for the Restricted Use when the system meets the definition of any Restricted Use.
0.8697	spans-passthrough-candidates/sent_0001-e2476063	org shall identify stakeholders who will use the outputs of the system to make decisions.	spans-passthrough-candidates/sent_0001-8cfef61b	org shall document the identified stakeholders using the Impact Assessment template.
0.8687	spans-passthrough-candidates/sent_0002-271d1dfd	Developer shall define and document for each model the model's proposed inputs and analyze how well those inputs represent the concepts they are intended to represent, including the limitations of this representation.	spans-passthrough-candidates/sent_0002-0879065c	Developer shall define and document limitations to the generalizability of each resulting model based on the training and testing data that will be used.
0.8665	spans-passthrough-candidates/sent_0005-af8f99be	org shall remove the intended use from customer-facing materials and make current customers aware of the issue.	spans-passthrough-candidates/sent_0004-9b756b3a	remove the intended use from customer-facing materials
0.8658	spans-passthrough-candidates/sent_0004-05ce2cf0	developer shall conduct the evaluations defined by requirement A5.4 using a near-release version of the system.	spans-passthrough-candidates/sent_0004-337181ea	developer shall document the results of the evaluations.
0.8657	spans-passthrough-candidates/sent_0001-26b9d761	Identify demographic groups, including marginalized groups, that may be at risk of experiencing worse quality of service.	spans-passthrough-candidates/sent_0001-e6658fd5	Include groups defined by a combination of factors in the identification and prioritization process.
0.8647	spans-passthrough-candidates/sent_0002-4d14ac49	org must publish documentation that includes uses that require extra care or guidance.	spans-passthrough-candidates/sent_0002-f998386c	org must publish documentation that describes the system's limitations, including uses for which the system was not designed or evaluated.
0.8628	spans-passthrough-candidates/sent_0006-45f38ae0	org shall reassess intended uses when Responsible Release Criteria RS1.1, RS1.3, RS1.4, and RS1.5 cannot be met.	spans-passthrough-candidates/sent_0006-a8badb0a	org shall update documentation when Responsible Release Criteria RS1.1, RS1.3, RS1.4, and RS1.5 cannot be met.
0.8627	spans-passthrough-candidates/sent_0001-8cfef61b	org shall document the identified stakeholders using the Impact Assessment template.	spans-passthrough-candidates/sent_0001-cf8c691a	Document the identified stakeholders in the Impact Assessment template.
0.8621	spans-passthrough-candidates/sent_0001-cbd73318	org must review the defined Restricted Uses to determine whether the system meets the definition of any Restricted Use.	spans-passthrough-candidates/sent_0001-8d2c1f30	org must document in the Impact Assessment when the system meets the definition of any Restricted Use.
0.8613	spans-passthrough-candidates/sent_0005-af8f99be	org shall remove the intended use from customer-facing materials and make current customers aware of the issue.	spans-passthrough-candidates/sent_0005-35283c36	org shall include this information in the required Transparency Note.
0.8607	spans-passthrough-candidates/sent_0003-50f01ae7	The org must update the Impact Assessment at least annually.	spans-passthrough-candidates/sent_0003-abba01e6	The org must update the Impact Assessment when new intended uses are added.
0.8606	spans-passthrough-candidates/sent_0001-cbd73318	org must review the defined Restricted Uses to determine whether the system meets the definition of any Restricted Use.	spans-passthrough-candidates/sent_0003-53653fe8	org shall notify the Office of Responsible AI of systems that meet the criteria for Restricted Uses.
0.8593	spans-passthrough-candidates/sent_0007-2a657f69	org shall provide documentation to customers and potential customers that includes the outputs of requirements RS1.2, RS1.7 and RS1.8.	spans-passthrough-candidates/sent_0007-38ecb155	org shall include any unsupported uses defined in the Impact Assessment and in RS1.8 in the documentation provided to customers and potential customers.
0.8585	spans-passthrough-candidates/sent_0007-3f9a348a	org shall publish for customers any remaining performance disparities between identified demographic groups that may exceed the target maximum.	spans-passthrough-candidates/sent_0007-b3004c39	Org shall publish for customers any remaining differences between the rates at which resources and opportunities are allocated to identified demographic groups.
0.8579	spans-passthrough-candidates/sent_0002-de262084	org shall ensure stakeholders identified in requirement A5.1 are able to understand how to effectively execute interactions with the system and how to interpret system behavior.	spans-passthrough-candidates/sent_0002-baeef45d	org shall ensure stakeholders identified in requirement A5.1 are able to understand when and how to override, intervene, or interrupt the system.
0.8574	spans-passthrough-candidates/sent_0004-13b7c108	org shall define Responsible Release Criteria.	spans-passthrough-candidates/sent_0003-679c4cb7	Org shall define and document Responsible Release Criteria to achieve this Goal.
0.8567	spans-passthrough-candidates/sent_0002-e1de42f5	Document how the system design will support the two categories of stakeholders' understanding of the system's intended uses.	spans-passthrough-candidates/sent_0002-8d84b208	Document how the system design discourages automation bias for the two categories of stakeholders.
0.8567	spans-passthrough-candidates/sent_0002-4d14ac49	org must publish documentation that includes uses that require extra care or guidance.	spans-passthrough-candidates/sent_0002-133ee6d1	org must publish documentation that describes operational factors and settings that allow for effective and responsible system use.
0.8547	spans-passthrough-candidates/sent_0005-af8f99be	org shall remove the intended use from customer-facing materials and make current customers aware of the issue.	spans-passthrough-candidates/sent_0005-914fe20b	org shall take action to close the identified gap or discontinue the system.
0.8542	spans-passthrough-candidates/sent_0002-133ee6d1	org must publish documentation that describes operational factors and settings that allow for effective and responsible system use.	spans-passthrough-candidates/sent_0002-f998386c	org must publish documentation that describes the system's limitations, including uses for which the system was not designed or evaluated.
0.8536	spans-passthrough-candidates/sent_0007-3f9a348a	org shall publish for customers any remaining performance disparities between identified demographic groups that may exceed the target maximum.	spans-passthrough-candidates/sent_0007-3b19b907	Org shall publish for customers any justifiable factors that account for the remaining differences in allocation rates between identified demographic groups.
0.8529	spans-passthrough-candidates/sent_0001-26b9d761	Identify demographic groups, including marginalized groups, that may be at risk of experiencing worse quality of service.	spans-passthrough-candidates/sent_0001-1129c05e	Include groups defined by a single factor in the identification and prioritization process.
0.8521	spans-passthrough-candidates/sent_0004-337181ea	developer shall document the results of the evaluations.	spans-passthrough-candidates/sent_0004-360ed1cc	developer shall document the pre-release results of the evaluations.
0.8519	spans-passthrough-candidates/sent_0006-45f38ae0	org shall reassess intended uses when Responsible Release Criteria RS1.1, RS1.3, RS1.4, and RS1.5 cannot be met.	spans-passthrough-candidates/sent_0003-3410a0a8	org shall review the results and decide how to proceed when the required Responsible Release Criteria cannot be met.
0.8519	spans-passthrough-candidates/sent_0002-6f250bf2	Design and build the system to avoid the predictable failure.	spans-passthrough-candidates/sent_0002-2ced0fa6	Estimate the time range for resolving the predictable failure for each designed solution, or indicate that the failure will be prevented by design.
0.8510	spans-passthrough-candidates/sent_0002-d152d093	Determine whether any new use or operational factor can be supported with the existing system, will be supported but require additional work, or will not be supported.	spans-passthrough-candidates/sent_0002-0dcdfbad	Evaluate the updated system in accordance with requirement RS1.6.
0.8495	spans-passthrough-candidates/sent_0004-187cdda7	The org shall define an evaluation plan based on requirements RS1.1, RS1.3, RS1.4, and RS1.5.	spans-passthrough-candidates/sent_0004-67b38d8a	The org shall document the evaluation plan and include the environment in which the system will be evaluated.
0.8494	spans-passthrough-candidates/sent_0003-e80c1486	Org shall document any system components to be evaluated, in addition to the whole system.	spans-passthrough-candidates/sent_0003-c60a1240	Org shall document the metrics to be used to evaluate the system components and the whole system.
0.8486	spans-passthrough-candidates/sent_0002-77dc5b6e	developer shall determine the operational factors, including quality of system input, use, and operational context, that are critical to manage for reliable and safe use of the system in its deployed context.	spans-passthrough-candidates/sent_0002-235e6f64	developer shall document the determined operational factors and their relevance to reliable and safe use in the system's deployed context.
0.8484	spans-passthrough-candidates/sent_0003-fe1cd6ba	org shall define and document a Responsible Release Plan that includes Responsible Release Criteria to achieve this Goal.	spans-passthrough-candidates/sent_0003-70db33ff	The org shall define and document Responsible Release Criteria to achieve this Goal.
